행정동_코드,행정동_코드_명,업종_코드,업종명,업종_라벨,당월_매출_금액,당월_매출_건수,총매출건수,2030_매출건수,피크타임_매출비중,시간대추천,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,집계_기간수,분기별_매출안정성,2030_매출비율,객단가,새벽_매출비중,오전_매출비중,점심_매출비중,오후_매출비중,저녁_매출비중,심야_매출비중
11260575,면목3?8동,CS100010,커피-음료,커피-음료,922526371.0,159105.75,158506.25,75466.25,0.30447976565631857,11~14,4505.75,38540.0,36926.25,27758.25,30113.25,20662.75,23852183.5,191798226.25,205693134.25,166027113.5,179665521.5,132024395.0,1327125.0,136237846.0,269663630.75,214413050.5,247546194.5,53338524.25,4,0.8987210265311747,0.476108986238713,5798.196300259418,0.001438576762376368,0.14767908027639462,0.29230994281246403,0.2324194269564138,0.26833508751805646,0.057817885674294724
11260580,상봉1동,CS100010,커피-음료,커피-음료,738078485.0,106394.75,106353.75,54091.75,0.3152511425002318,14~17,1623.5,20012.75,34079.0,23370.75,15813.0,11454.75,10798207.5,136694350.0,227030979.75,153137064.0,118527532.25,91142679.75,25752.25,57890521.5,202091979.75,234427463.75,212798377.75,30844390.0,4,0.7072025885186096,0.508602188451277,6937.170161121672,3.489093710677666e-05,0.07843409972856748,0.27380825190968683,0.31761861172528283,0.2883140236095623,0.04179012208979374
11260590,상봉2동,CS100010,커피-음료,커피-음료,1084619169.0,189166.75,188172.25,107529.25,0.29348228150918454,17~21,2062.75,42032.75,65496.5,29588.5,26919.0,22072.75,11565416.75,228930426.0,330923302.25,167028506.25,167231071.5,167725796.0,7759120.75,134481310.75,255641086.5,269777243.75,318292100.5,98668306.75,4,0.9343131164508367,0.5714405285582758,5733.667090014498,0.007153774312465613,0.12398942835759526,0.23569663325764068,0.24872992425417847,0.2934597779545606,0.09097046186355941
11260600,중화1동,CS100010,커피-음료,커피-음료,51804544.75,6948.0,6866.5,2355.25,0.4007806609609994,11~14,41.25,866.75,1488.5,1533.25,1483.25,1453.5,252213.5,4978550.75,10293952.75,10906607.75,12367229.25,11564435.25,0.0,8193394.75,20675672.0,17048460.0,5812092.0,74926.0,4,0.8687534180251106,0.34300589820141264,7456.036953080023,0.0,0.1581597674400951,0.39910923066262444,0.32909197604714013,0.11219270486881366,0.001446320981326643
11260610,중화2동,CS100010,커피-음료,커피-음료,135985919.0,14262.5,13981.25,5836.25,0.3263326037913342,11~14,152.0,2259.75,3576.5,2232.75,2789.75,2970.5,714478.0,14651860.75,28151477.25,18512569.5,22184751.0,37218305.75,89445.0,25872508.5,44492737.25,33683260.75,19712058.0,12135909.5,4,0.858601668187659,0.41743406347787215,9534.507905346187,0.000657751925035709,0.19025873186178932,0.3271863555961261,0.2476966806394124,0.1449566112797311,0.0892438686979054
11260620,묵1동,CS100010,커피-음료,커피-음료,853378542.5,131661.25,130747.5,57957.75,0.29014507300217207,11~14,1353.0,23401.25,34556.5,31655.25,25577.0,14204.5,7884747.25,140699282.75,212615252.5,202829440.5,169608947.0,96426442.5,3539.0,117774491.5,247433178.25,220101498.25,217837521.75,50228313.75,4,0.9420316631228851,0.44327998623300635,6481.622668021153,4.14704591661326e-06,0.1380096705443001,0.2899453946019506,0.25791777890876605,0.25526482200013834,0.058858186898928265
11260630,묵2동,CS100010,커피-음료,커피-음료,259816507.25,49040.5,48415.0,19939.5,0.3372580428238227,11~14,362.25,7331.25,12608.25,11241.0,9610.5,7261.75,1464191.0,38063777.25,62118469.75,61149590.25,51753572.75,38209837.25,0.0,41300646.25,87576230.0,75483321.5,51049332.75,4406976.75,4,0.9258359271579756,0.4118455024269338,5297.998740836655,0.0,0.15896082464945074,0.3370695377554769,0.2905255031673897,0.1964822531498333,0.016961881277849408
11260655,망우본동,CS100010,커피-음료,커피-음료,652045624.5,115167.5,114344.75,46363.0,0.31083273513699894,11~14,952.5,14377.5,31985.5,23637.25,21811.25,21580.75,4941660.0,69819906.75,163391113.0,128796710.75,123991586.5,150459712.25,856768.75,126686698.5,202586725.75,177303458.5,125867379.75,18744593.25,4,0.9058337452589352,0.40546680105557975,5661.715540408535,0.0013139705532982991,0.19429115653854065,0.3106940958393012,0.2719187919341678,0.19303462061649032,0.028747364518201746
11260660,망우3동,CS100010,커피-음료,커피-음료,199269940.75,38716.5,38376.25,13817.0,0.32471673112815796,11~14,447.25,3555.25,10261.75,8045.25,8672.0,7394.75,2228689.75,16393548.0,44747791.0,45558924.25,47903546.25,39070174.25,0.0,32476155.25,64597164.75,56612671.75,40572761.5,5011187.5,4,0.9096911120483927,0.36004038956385787,5146.899661642969,0.0,0.16297568578466093,0.324169137135652,0.2841004094090895,0.20360703349082518,0.02514773417977242
11260680,신내1동,CS100010,커피-음료,커피-음료,1127703621.75,137786.5,134994.75,54598.0,0.29193349711002825,11~14,5439.5,24107.75,30490.25,27534.75,28612.25,18810.25,35152848.0,163798219.5,237332837.25,236125298.25,230477745.5,172111324.0,25772680.75,105303884.0,328766683.25,292578036.5,271554108.25,103728229.0,4,0.9295007180274522,0.40444535806022086,8184.4275146694345,0.022854126077918663,0.0933790421250813,0.29153642580291733,0.2594458604699431,0.24080272778462414,0.09198181773951547
11260690,신내2동,CS100010,커피-음료,커피-음료,351174336.75,62493.0,61672.0,23667.5,0.31513900715255116,11~14,1026.25,7991.75,15675.75,15235.0,14746.75,6996.5,5446964.0,40625662.75,84702932.25,84420143.5,84786649.5,41649909.0,0.0,61290143.0,110747723.25,87005484.5,78383627.75,13747358.25,4,0.9156512856827654,0.3837641068880529,5619.418762901445,0.0,0.1745291058772107,0.3153639422371601,0.24775581639935995,0.22320431633875648,0.03914681914751278
11290525,성북동,CS100010,커피-음료,커피-음료,1321946790.25,109721.5,106440.75,45142.5,0.4060822344157805,11~14,1844.5,19301.75,25840.75,21419.0,22779.25,15255.5,8130810.25,156656038.5,263126948.5,218378021.25,273368379.25,197667787.25,6972318.5,78720760.25,439900610.5,508899432.75,257850175.75,29603492.5,4,0.9187706394759813,0.424109187505725,12048.201949936885,0.005274280743691227,0.05954911410247664,0.3327672594271424,0.38496211534638203,0.19505336950909852,0.022393860871209148
11290555,삼선동,CS100010,커피-음료,커피-음료,1019322379.25,122685.25,121524.25,65613.0,0.31934855302868703,11~14,4486.25,40837.5,24775.5,17915.75,21582.25,11927.0,24778009.25,297312105.25,213179532.25,153437800.25,184380883.5,118893787.75,659149.5,86068961.75,314256587.75,317305095.5,269343568.0,31689016.75,4,0.863345918538803,0.5399169301600298,8308.434626411896,0.000646654594677879,0.08443742971024346,0.30829950773888104,0.31129022766425246,0.26423786378376035,0.03108831650818482
11290575,동선동,CS100010,커피-음료,커피-음료,8011244749.5,1160343.25,1155885.5,630082.0,0.3365863183291271,17~21,54921.5,373061.0,257021.0,192554.75,199709.0,78618.25,391929194.0,2669782863.25,1629497997.0,1267072638.25,1394454421.5,584064919.75,42375803.5,738904036.5,1897114606.25,1973731335.0,2699739327.25,659379641.0,4,0.9423398845276918,0.5451076252794935,6904.202484480346,0.005289540492773582,0.09223336193119261,0.23680647209890862,0.24637012058871188,0.3369937396330947,0.08230676525531858
11290580,돈암1동,CS100010,커피-음료,커피-음료,3273404.5,160.5,148.5,36.0,0.5658872473596996,11~14,8.0,18.25,17.75,74.75,21.5,8.25,134536.0,173816.5,264424.75,1512224.25,575912.5,185617.0,171228.0,0.0,368150.0,337684.5,1613186.75,783155.25,4,0.42981006208476696,0.24242424242424243,20395.043613707167,0.05230884236885481,0.0,0.11246700491796843,0.10316002803808695,0.49281619488211736,0.23924792979297244
11290590,돈암2동,CS100010,커피-음료,커피-음료,672000000.0,137489.0,135147.5,39292.5,0.3296879129464286,11~14,1083.25,13292.75,25999.75,41974.5,33759.75,19037.5,4725084.0,53959970.5,118884574.75,213024426.75,159941945.75,99755991.5,0.0,136480180.5,219230014.0,213049985.75,97101108.0,6138711.75,4,0.9743587049058751,0.2907378974823804,4887.663740371957,0.0,0.20309550669642856,0.3262351398809524,0.31703866927083335,0.14449569642857144,0.009134987723214286
11290600,안암동,CS100010,커피-음료,커피-음료,4632551954.75,803976.25,792950.5,475083.25,0.34980140792447506,11~14,17884.0,311411.25,163672.0,102195.75,142007.75,55779.75,98487520.5,1574802598.25,877547118.0,652460649.0,813648677.75,370153211.5,13337530.75,771866566.5,1617956172.25,1089814684.25,961408732.5,178168268.5,4,0.9072029412930578,0.5991335524726953,5762.050750566325,0.0028790892968451926,0.16661800537575502,0.34925807374724077,0.2352514758377519,0.20753328659686524,0.038460069145541835
11290610,보문동,CS100010,커피-음료,커피-음료,362103643.75,44130.0,42590.5,21051.0,0.34719269049524126,11~14,370.0,8389.5,12661.5,8192.0,8045.75,4931.75,2361119.5,61493017.75,93371420.5,69322632.0,71753228.25,43763689.75,0.0,55246215.25,125691726.5,84650196.0,77665278.5,18850227.5,4,0.9440612368348135,0.4942651530270835,8205.38508384319,0.0,0.15257017211387838,0.34711533194838223,0.23377338908647755,0.21448355972253316,0.05205754712872866
11290620,정릉1동,CS100010,커피-음료,커피-음료,91223494.75,11434.25,11387.25,4203.25,0.3525905499261113,14~17,202.75,2216.25,1987.0,2357.25,1912.75,2711.25,930076.0,12351220.5,12536202.75,14860355.5,31000991.5,18914740.5,0.0,10114823.75,28057701.75,31572520.0,21257760.0,220689.25,4,0.9513069637084116,0.3691189707787218,7978.091676323327,0.0,0.11087959058924346,0.3075710026993896,0.3461007505415703,0.23302944113528384,0.0024192150345128055
11290630,정릉2동,CS100010,커피-음료,커피-음료,356976826.0,45337.25,43791.75,16853.5,0.29797946205959414,17~21,639.5,7612.75,9240.75,9178.75,9280.5,7839.5,3476201.75,40713011.25,60592516.25,68380478.75,77165242.75,76419497.5,126774.25,42848769.5,101192073.75,86943036.0,105810953.75,20055218.75,4,0.886407545712863,0.38485559494653676,7873.808534924372,0.00035513299678450273,0.1200323561059395,0.2834695878829961,0.2435537258096412,0.29640846700228096,0.05618073020235773
11290640,정릉3동,CS100010,커피-음료,커피-음료,652226714.5,126419.25,124653.0,74633.0,0.4146900539013185,11~14,3703.75,60946.75,13686.25,13986.25,25887.75,6442.25,16161633.5,258350928.0,80912592.5,75646581.75,137730157.75,35874299.5,0.0,121418522.5,266435391.0,172240252.25,90619027.75,1513521.0,4,0.7819207207242145,0.5987260635524215,5159.235753257514,0.0,0.1861599959043076,0.4085011930310929,0.26408033958259464,0.13893792715845588,0.0023205443235490165
11290650,정릉4동,CS100010,커피-음료,커피-음료,388860715.75,60862.5,60235.75,30985.75,0.39159868057642544,11~14,2279.25,21397.25,9588.5,9469.5,11702.25,5799.0,10380076.25,98652075.75,52507305.0,49911957.75,57901422.0,31316110.5,3836186.25,80267308.0,151530003.5,98493234.5,38822030.25,15911953.25,4,0.8782180015392482,0.5144079720099775,6389.16764428014,0.009865193614636811,0.20641660303789636,0.38967681064862103,0.25328666669255856,0.09983531037616777,0.040919415630119485
11290660,길음1동,CS100010,커피-음료,커피-음료,137561381.75,23322.0,22885.25,6511.25,0.3539439831697958,14~17,1206.25,2659.5,3851.75,6824.75,5454.25,2888.75,4668677.75,13876713.25,24897901.25,42826649.5,30708606.0,14269980.5,0.0,18465054.5,40833344.0,48551280.75,27696935.75,2014766.75,4,0.8936805908667986,0.2845173201079298,5898.352703455965,0.0,0.13423138285683875,0.2968372626134951,0.3529426655384697,0.20134237819983222,0.014646310791364234
11290685,길음2동,CS100010,커피-음료,커피-음료,674897684.5,120012.0,114279.0,46194.5,0.37062603554133217,11~14,838.25,15936.0,30258.5,31645.25,25155.0,10446.0,4509252.25,71359565.0,156126676.25,164372794.0,139343364.75,64440071.25,6384904.75,166823923.25,250384991.25,171502947.5,60866526.75,18934391.0,4,0.8812059697388266,0.40422562325536626,5623.5850123321,0.00946055216462963,0.24718402075062978,0.37099696294779627,0.254116959412979,0.09018630252835014,0.028055202195615178
11290705,종암동,CS100010,커피-음료,커피-음료,1096751597.5,180800.0,176038.75,80435.5,0.3852962200734981,11~14,1513.0,37106.0,43329.5,39101.75,40236.25,14752.25,7630776.5,183920484.75,236841484.75,222781053.75,248620740.0,97737677.75,383879.75,161539923.5,421993323.5,277201785.25,215586337.75,20046347.75,4,0.9210636244903396,0.45691928623669503,6066.1039684734515,0.00035001521846427034,0.14728943533633648,0.3847665455531739,0.2527480113836807,0.19656806358105167,0.018277928927292946
11290715,월곡1동,CS100010,커피-음료,커피-음료,403307342.75,54265.75,53320.75,22153.0,0.4649669170921483,11~14,701.25,7075.5,15077.5,14582.75,10737.25,5146.5,4149466.75,49230691.75,103468514.25,118207483.25,69958490.5,43265054.75,0.0,69550699.0,187422803.75,108805040.25,35668329.5,1860470.25,4,0.9360296455675234,0.4154667741920359,7432.079032354662,0.0,0.17245086222769992,0.46471458335480553,0.2697819472070596,0.08843957379201473,0.0046130334184202
11290725,월곡2동,CS100010,커피-음료,커피-음료,930640880.0,168417.25,166721.5,91388.0,0.36077998650434173,11~14,4255.25,59210.5,32177.5,26148.5,31914.25,13015.5,20687391.75,294943052.75,178457004.25,149471232.5,182726564.5,78382425.75,5959903.0,138629390.75,335990834.75,239705726.0,187913025.75,22441999.75,4,0.8884971624220053,0.5481476594200508,5525.804987315729,0.006404084677647085,0.14896120912934752,0.3610316739470976,0.25757059586722647,0.20191787163916547,0.02411456473951585
11290760,장위1동,CS100010,커피-음료,커피-음료,146306050.5,33544.25,33527.25,12970.5,0.2996061562232693,11~14,222.5,3856.75,9113.75,7899.5,9003.75,3431.0,844328.5,16437755.0,36748761.0,31603708.0,41064051.0,19374536.5,593183.25,28485005.0,43225035.75,38296685.0,33240639.5,2465502.0,4,0.9592846880224658,0.38686441625841667,4361.583594803878,0.004054399992158903,0.19469464798381664,0.2954425712557937,0.2617573563712596,0.22719934948965081,0.016851674907320393
11290770,장위2동,CS100010,커피-음료,커피-음료,126396815.75,22646.0,21665.5,10410.0,0.3797625375608084,11~14,115.25,4063.5,6346.5,4697.25,3835.0,2608.0,539375.25,17396499.75,31633000.0,23534016.25,24207352.25,14898129.25,0.0,20136882.25,47955938.0,35863522.75,21059282.25,1381190.5,4,0.9276969339710401,0.4804874108605848,5581.419047513909,0.0,0.1593147907288163,0.37940780165579446,0.283737549377307,0.16661244292461536,0.010927415313466866
11290780,장위3동,CS100010,커피-음료,커피-음료,118055387.0,23069.0,23011.0,6692.0,0.30038616007478386,11~14,172.75,2308.75,4383.25,7612.0,5883.0,2651.25,999878.75,12004722.5,21595544.25,38743797.0,31401845.75,12798874.5,425803.5,19543692.5,35194363.75,32997368.25,25492938.5,4401220.5,4,0.9248279202604982,0.2908174351397158,5117.490441718323,0.003606811267324887,0.1655468081265957,0.29811738917089825,0.2795075183650874,0.21594049325339132,0.037280979816702475
11290810,석관동,CS100010,커피-음료,커피-음료,840236680.75,112161.75,110452.25,52941.75,0.3079464653922941,11~14,1184.0,22700.0,30241.75,21185.5,20865.5,14275.5,7211607.5,161398298.0,208689324.75,150641100.0,169622561.0,118596861.5,7957385.25,91768993.0,259052061.5,200770202.5,231276354.5,49411684.0,4,0.934802713027078,0.4793179858264544,7491.294320479129,0.00947040926956104,0.10921802761346538,0.3083084414605283,0.23894482007235315,0.2752514378372073,0.05880686374688481
11305534,삼양동,CS100010,커피-음료,커피-음료,38629441.75,3653.25,3638.25,1108.25,0.3051072028674274,14~17,10.75,426.0,682.25,647.5,876.75,995.0,74323.25,2711173.5,4849601.5,5163515.0,9430006.0,15290370.5,186244.75,3302327.0,11024307.0,10285143.0,9938024.5,3893395.5,4,0.9594718257355539,0.30461073318216175,10573.9934989393,0.00482131611441162,0.0854873083947686,0.2853861329745983,0.26625140136797343,0.25726554798064094,0.10078829316760707
11305535,미아동,CS100010,커피-음료,커피-음료,540593085.25,78811.5,77659.5,33538.25,0.3179812130362713,11~14,1249.0,16063.5,17474.75,14039.75,15638.75,13193.75,5451919.75,84240042.0,97026372.5,83850355.5,117174554.0,129664108.0,517236.0,78681611.75,171543012.25,140281916.25,129537345.25,20031963.75,4,0.8506530226269586,0.4318628113752986,6859.317298236932,0.0009567935922835595,0.14554683346275746,0.3173237263489396,0.2594963200188288,0.23962079572308034,0.037055530854110195
11305545,송중동,CS100010,커피-음료,커피-음료,1169751811.0,181816.5,180375.0,82352.5,0.2638111937262363,17~21,3666.0,35707.0,46645.5,36235.0,36971.0,21150.5,22119859.75,208727499.25,262243416.25,223110853.5,257655491.5,164981723.5,44160600.0,151820802.25,281559422.25,291830426.25,306890792.25,93489768.0,4,0.9198671901181362,0.4565627165627166,6433.694472173867,0.03775211081934371,0.12978890122017517,0.24070013792866016,0.2494806364099743,0.26235547520772334,0.0799227384141233
11305555,송천동,CS100010,커피-음료,커피-음료,295638016.75,52309.0,51229.0,16722.25,0.38582291358597587,11~14,761.5,5385.0,11337.25,13096.75,11748.75,8899.75,3815736.0,25765658.5,55484542.75,64862245.75,68294074.0,61213508.75,41737.0,44184704.25,113723658.75,80971880.5,50470030.0,6246006.25,4,0.954519692279105,0.32642155810185636,5651.761967347875,0.00014117602485235858,0.14945542097640255,0.3846719714879159,0.2738885931861468,0.17071562904806964,0.021127209276612765
11305575,삼각산동,CS100010,커피-음료,커피-음료,351417362.0,47448.5,46673.0,16121.25,0.29673570080999156,14~17,485.25,5542.0,10579.25,13858.75,10862.0,5345.75,2789717.5,37764193.75,77378608.5,104240215.75,82314417.75,36381462.5,0.0,45765770.75,100030623.25,101331892.75,95775284.0,8513791.25,4,0.8091188895350864,0.3454084802776766,7406.290230460394,0.0,0.13023195692306175,0.2846490642371847,0.2883519817384549,0.27253998907430194,0.024227008026996684
11305595,번1동,CS100010,커피-음료,커피-음료,790305327.75,123465.0,121333.25,61976.75,0.29046981228866875,11~14,2235.0,29515.25,32461.5,22506.5,21227.75,13387.25,16084998.75,191444927.5,196814921.25,134462697.25,129345537.25,82590589.25,5814401.25,80790186.25,228351681.75,195142147.25,217891817.0,62315094.25,4,0.8827259896200771,0.5107977409325144,6401.047485117239,0.007357158108187889,0.10222654892130076,0.2889410886297799,0.2469199439735145,0.2757058687942016,0.07884939157301538
11305603,번2동,CS100010,커피-음료,커피-음료,124396534.5,20655.0,19891.0,6550.75,0.41161840056422094,11~14,119.0,1961.75,4589.0,4423.5,5831.25,2966.5,463742.25,10173402.5,26008167.5,27336612.75,31566047.0,16229470.0,0.0,18786673.75,50785231.5,34421440.0,20323509.75,79679.5,4,0.8495954360621684,0.3293323613694636,6022.5870007262165,0.0,0.15102248487476957,0.4082527837622358,0.2767073868926791,0.16337681617649888,0.0006405282938167381
11305608,번3동,CS100010,커피-음료,커피-음료,224536970.75,46236.75,45364.0,15991.0,0.330352117070264,11~14,265.25,5264.5,10726.5,11916.75,11066.75,6124.25,1155946.5,22282115.25,49432173.25,59576435.75,52521641.25,32169221.5,0.0,37988217.0,74150402.75,65445985.25,43876251.0,3076114.75,4,0.9328444586593948,0.3525041883431796,4856.244670094676,0.0,0.1691846864821926,0.3302369427285061,0.2914708657171104,0.19540769100716124,0.013699814065029644
11305615,수유1동,CS100010,커피-음료,커피-음료,133216009.5,21845.75,21835.75,10515.0,0.3451113139188815,14~17,219.75,4613.5,5901.5,4088.75,4070.5,2941.75,1155576.0,22727644.25,28717160.0,19567659.0,31737529.25,29074229.0,0.0,18095713.75,39469001.25,44737209.5,28284006.0,2630079.0,4,0.9789865957148742,0.481549752126673,6098.028655459299,0.0,0.13583738034128698,0.2962782130926989,0.33582457294669227,0.21231686871689398,0.019742964902427888
11305625,수유2동,CS100010,커피-음료,커피-음료,39835394.75,6875.5,6806.75,3552.0,0.3027598851112103,11~14,118.75,1460.75,2091.25,888.0,1083.0,1165.0,533247.25,9027423.5,8921830.75,4718752.75,6409988.0,8505623.25,1022946.25,5208260.75,11442231.75,8979715.0,10586033.25,2596207.75,4,0.85702751872408,0.5218349432548574,5793.817867791433,0.025679330063623884,0.13074454973237085,0.2872378150589307,0.22542050998503033,0.2657444043528651,0.06517339080717909
11305635,수유3동,CS100010,커피-음료,커피-음료,1656836229.5,206965.75,200879.0,102694.0,0.274235218090337,11~14,2686.0,42565.25,60128.75,39134.75,33878.5,22485.75,17622493.5,300728271.0,394457558.75,289124977.25,285336718.5,189259028.25,16747299.25,217124259.5,443182998.0,388622621.5,446509557.75,144649493.5,4,0.9257524392549774,0.5112231741496125,8005.364315110109,0.010107999180494744,0.1310475082775826,0.26748751029770984,0.23455705191651835,0.26949528855048493,0.08730464177720952
11305645,우이동,CS100010,커피-음료,커피-음료,1586697180.25,125609.25,123200.75,42355.75,0.3663195325449816,11~14,1243.5,19407.0,22948.75,22468.0,28793.75,28339.75,8923972.75,164535325.0,278047002.75,278865033.75,413619995.5,370483144.25,6276655.75,112233264.75,580110330.75,493322901.75,336303325.75,58450701.5,4,0.8827275029268379,0.3437945791726106,12632.00902998784,0.003955799397721908,0.0707338905917237,0.36560872356160473,0.3109118159977268,0.2119518014754473,0.03683796897577552
11305660,인수동,CS100010,커피-음료,커피-음료,702692906.5,84766.5,82345.0,35093.5,0.3481559692732755,11~14,562.0,14312.75,20780.75,16884.75,16902.0,12902.75,3330201.5,87750543.75,148664594.5,137510904.5,149604377.25,117763574.25,1079714.5,82627610.0,245141239.0,198309969.5,142607546.5,32926827.0,4,0.9716137808066804,0.4261764527293703,8289.747795414462,0.001536538208956575,0.11758708425214479,0.3488597034812959,0.2822142754901995,0.2029443376770447,0.04685806089035851
11320511,창1동,CS100010,커피-음료,커피-음료,987745450.25,147919.0,147662.0,70630.75,0.2783586598226204,17~21,4024.5,31366.5,39264.25,25349.75,27465.0,20192.0,25332900.75,200827979.5,235548290.0,178900388.75,191762864.75,151424672.75,89450.0,142309837.5,271926906.5,262011294.25,271788791.25,39619170.75,4,0.9323598584730187,0.47832719318443473,6677.6103830474785,9.055976919697282e-05,0.1440754168637083,0.27530059129219464,0.26526196013728487,0.2751607625033452,0.04011070943427006
11320512,창2동,CS100010,커피-음료,커피-음료,119687350.25,20156.5,19885.5,6983.5,0.3300790851488834,11~14,162.75,2369.5,4614.0,4405.5,4984.75,3349.0,973744.0,11586451.0,25206268.25,25727804.0,31182205.25,22285716.25,0.0,16703696.75,39301536.0,35097222.5,25401995.5,3182899.5,4,0.9566230280280014,0.3511855372004727,5937.903418252176,0.0,0.1395610874090681,0.32836833565040846,0.2932408682011072,0.2122362592783693,0.02659344946104695
11320513,창3동,CS100010,커피-음료,커피-음료,75715868.0,9252.5,9174.25,2905.75,0.3828802184138122,11~14,17.25,820.25,2085.5,2708.75,2427.75,1114.75,102823.75,7171897.25,16127569.25,21744446.5,18733142.5,9400286.25,13303.75,11629453.25,28312617.5,24476743.75,10980935.75,302814.0,4,0.8363969164841177,0.3167288879199935,8183.287543907052,0.00017570623373161357,0.1535933425474301,0.37393241665010035,0.32327099188772423,0.14502819607113268,0.003999346609881035
11320514,창4동,CS100010,커피-음료,커피-음료,537893674.5,91544.25,89222.75,33209.25,0.3590765818954633,11~14,1491.5,13394.25,19815.0,19321.25,20471.25,14729.5,6947701.25,68299689.0,106835258.75,111274813.25,117717905.5,86798174.5,2079281.75,102966233.0,193154604.75,124920783.5,98587200.5,16185571.0,4,0.9147570505997028,0.37220607972742376,5875.777828754946,0.003865599929080408,0.19142488168449356,0.3590943971028237,0.2322406628338218,0.18328380714207487,0.030090651307705607
11320515,창5동,CS100010,커피-음료,커피-음료,952619918.5,160453.0,159113.75,62237.5,0.2856659792863327,11~14,2157.75,21882.0,40355.5,36053.75,36658.25,22006.5,11135175.0,134251909.25,253799654.5,212132527.5,197735363.5,129198016.5,6393039.0,139286589.5,271910086.0,247203135.5,242777126.5,45049942.0,4,0.9158895510555022,0.391150984751475,5937.06517484871,0.006711007061521987,0.14621423171512238,0.2854339707993414,0.2594981804382668,0.2548520367727331,0.04729057321301434
11320521,도봉1동,CS100010,커피-음료,커피-음료,605895029.25,81885.0,81500.0,19505.25,0.33952591564158846,11~14,385.5,6609.0,12896.25,15227.0,18001.75,28380.5,1997918.75,41257430.75,78760332.75,103217445.0,119740633.25,252694992.25,0.0,75564911.0,206051100.25,182068340.0,135092345.75,7118332.25,4,0.9329214460673226,0.2393282208588957,7399.340895768456,0.0,0.12471617582593,0.34007722510128185,0.3004948567169649,0.22296328444420888,0.011748457911614399
11320522,도봉2동,CS100010,커피-음료,커피-음료,323214557.5,44768.25,41623.75,15647.75,0.5098970870510878,11~14,74.5,4001.75,11646.0,9766.0,9779.75,6355.75,487420.5,26249615.0,79251632.75,66716078.75,71710740.5,48722960.75,0.0,59145136.25,164616285.0,72897197.5,25643619.5,912319.25,4,0.9269427375727526,0.37593321120754375,7219.727317909456,0.0,0.18299032292194944,0.5093096247683708,0.22553810095635932,0.07933930853346542,0.002822642819855043
11320660,쌍문1동,CS100010,커피-음료,커피-음료,422292859.25,94067.5,93849.25,45831.75,0.38696765726997157,11~14,2999.75,33182.5,12649.25,15105.5,20172.25,9740.0,11687995.5,129319903.25,61810074.5,71533447.75,93983239.5,46166246.75,1366662.5,85979548.75,163020640.25,115238238.75,53155870.75,3531898.25,4,0.8177474215814103,0.48835499484545697,4489.253559943658,0.003236290811138076,0.2036017111506486,0.38603693308839676,0.2728870172104384,0.12587442478758892,0.008363622951789234
11320670,쌍문2동,CS100010,커피-음료,커피-음료,205367186.25,33163.75,31605.75,11938.0,0.36595817193806757,11~14,590.5,4370.75,7567.25,6720.25,7528.5,4828.5,3009894.75,22983438.75,43750163.5,41617717.75,41794157.5,35801372.25,202944.75,32547898.0,74956014.5,55841056.25,38479993.0,3339279.75,4,0.926092943779558,0.3777160801436448,6192.520033168746,0.0009882043655842316,0.15848636091443746,0.36498535072079946,0.27190836700670823,0.18737167170005964,0.016260045292410975
11320680,쌍문3동,CS100010,커피-음료,커피-음료,320270343.5,59582.5,59192.5,25873.75,0.3042782771483439,11~14,573.0,9488.25,16385.5,12217.5,11265.5,9262.75,2814555.0,46483280.75,82090987.25,63493013.0,63456157.0,56939879.0,0.0,42650154.5,96770931.25,82965112.5,86703944.5,11180200.75,4,0.8756386440487296,0.4371119651982937,5375.2417824025515,0.0,0.13316922832725533,0.3021538934653186,0.25904712747778974,0.2707211150195054,0.034908635710130934
11320681,쌍문4동,CS100010,커피-음료,커피-음료,154421885.75,30183.5,30156.5,10285.25,0.33520288625874817,14~17,1463.25,4435.25,5850.0,8708.5,6409.0,3290.5,6486745.25,23351150.5,30403159.25,44971068.75,31962208.5,16248832.75,0.0,18948982.0,49139874.25,51223994.75,33087643.0,2021391.75,4,0.9267498081741363,0.3410624575133056,5116.102696837676,0.0,0.12270917368977927,0.3182183277411505,0.3317146044501014,0.21426783411754832,0.013090060001420491
11320690,방학1동,CS100010,커피-음료,커피-음료,1124619222.0,148053.0,145725.5,52034.25,0.30087948146490623,11~14,1495.75,19620.25,32414.0,34263.5,31967.75,25964.25,9482432.75,135472086.0,238450535.25,241222691.0,257810576.5,207591594.75,9431419.5,159102781.75,338998602.75,281770870.25,272000877.0,63314670.75,4,0.9109791094913559,0.3570703137062491,7596.058316954064,0.00838632251299009,0.1414725790183942,0.30143411753814037,0.25054779852411235,0.24186041966833818,0.05629876273802476
